X,Y,LATITUDE,LONGITUDE,PARAMETERS,OBJECTID,STREAM_NAME,STATION_DESCRIPTION,STATION,SURVEY_PROGRAM_CODES,STA_LV1_CODE,LV1_DESCRIPTION,STA_LV2_CODE,LV2_DESCRIPTION,STA_LV3_CODE,LV3_DESCRIPTION,STA_LV4_CODE,LV4_DESCRIPTION,STA_LV5_CODE,LV5_DESCRIPTION,HUC_12,HUC_12_NAME,VAHU5,VAHU6,DOWNSTREAM_HUC_12,VADEQ_ADMIN_REGION,MONITORING_REGION,STATION_ALIAS,STATION_COMMENT,FIRST_SAMPLE_DATE,LAST_SAMPLE_DATE,SAMPLE_COUNT,FIRST_FISH_DATE,LAST_FISH_DATE,FISH_COUNT,FIRST_BENTHIC_DATE,LAST_BENTHIC_DATE,BENTHIC_N,WQX_DESCRIPTION,WQX_LOCATION
-8628775.7184,4561469.1361,37.872777778,-77.513611111,"BN=Nutrients, Solids, Chlorophyll, Bacteria, Field_Parameters.  TR=Nutrients, Solids, Hardness, Ions, Chlorophyll, Turbidity, Bacteria, Field_Parameters.",274,Little River,"Little River, Rt. 685 Bridge",8-LTL009.54,BN TR,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,GAGE,Station with stream gage,,,020801060702,Lower Little River,YO-G,YO25,020801060803,Piedmont,PRO,01671100,"CB NON TIDAL At gage 01671100 
https://waterdata.usgs.gov/monitoring-location/01671100/#parameterCode=00065&period=P7D",07/17/1990,12/16/2024,551,,,,05/10/2007,12/08/2017,19,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8589968.5071,4563036.1672,37.883888889,-77.165,"BN=Nutrients, Solids, Chlorophyll, Bacteria, Field_Parameters.  TR=Nutrients, Solids, Hardness, Ions, Chlorophyll, Turbidity, Bacteria, Field_Parameters.",275,Mattaponi River,Rt. # 628   (Spring Cottage Rd),8-MPN054.17,BN TR,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,GAGE,Station with stream gage,,,020801050502,Mattaponi River-Gravel Run,YO-P,YO55,020801050504,Piedmont,PRO,TF4.3,"CB RIVER INPUT MONITORING 0.37 mi downstream from 01674500; being collected by USGS
https://waterdata.usgs.gov/monitoring-location/01674500/#parameterCode=00065&period=P7D",05/12/1972,12/17/2024,897,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8614427.873,4587944.5443,38.060277778,-77.384722223,"BN=Nutrients, Solids, Chlorophyll, Bacteria, Field_Parameters.  TR=Nutrients, Solids, Hardness, Ions, Chlorophyll, Turbidity, Bacteria, Field_Parameters.",276,Mattaponi River,Rt. # 605   (Paige Rd),8-MPN094.79,BN TR,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,GAGE,Station with stream gage,,,020801050205,Mattaponi River-Campbell Creek,YO-M,YO47,020801050303,Northern,NVRO,01674000,"CB NON TIDAL  0.14 mi downstream from 01674000
Chesapeake Bay non-tidal station was upstream but to to flooding and constantly harder access to the old station 8-MPN094.94, the non-tidal station was move to this site.",09/03/1974,12/19/2024,464,,,,10/04/1994,09/08/2021,30,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8609845.2206,4573822.9733,37.960327778,-77.343555556,"BN=Nutrients, Solids, Chlorophyll, Bacteria, Field_Parameters.  TR=Nutrients, Solids, Hardness, Ions, Chlorophyll, Turbidity, Bacteria, Field_Parameters.",277,Polecat Creek,Rt. # 301/2   (Richmond Turnpike),8-PCT000.76,BN TR,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,GAGE,Station with stream gage,,,020801050301,Polecat Creek,YO-N,YO48,020801050303,Northern,NVRO,01674182,"CB NON TIDAL  USGS gauage 01674182 Discharge, cubic feet per second 	 2012-10-22",02/18/1975,12/19/2024,286,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8497191.6618,4530443.5988,37.6524448063438,-76.331571418505,"C2=Sediment: Chemistry, Benthos, Toxicity,  Water_Column: Bacteria, Nutrients, Solids, Chlorophyll, TOC, Trace Metals, Field Parameters.",278,CHESAPEAKE BAY MAINSTEM,CHESAPEAKE BAY MAINSTEM,VA25-01A,C2,ESTURY,Station sample at estuary (freshwater mix with saltwater),AMBNT,Monitor ambient conditions of environment,APROB,Ambient Probabilistic Station,,,,,,,,,,Central,,,,,,,,,,,,,Estuary,"a partially enclosed coastal body of brackish water with one or more rivers or streams flowing into it, and with a free connection to the open sea Estuaries form a transition zone between river environments and maritime environments. The sea water entering the estuary is diluted by the fresh water flowing from rivers and streams."
-8608144.2203,4635668.1823,38.3970477358961,-77.3282752100617,"C2=Sediment: Chemistry, Benthos, Toxicity,  Water_Column: Bacteria, Nutrients, Solids, Chlorophyll, TOC, Trace Metals, Field Parameters.",279,AQUIA CREEK,AQUIA CREEK,VA25-02A,C2,ESTURY,Station sample at estuary (freshwater mix with saltwater),AMBNT,Monitor ambient conditions of environment,APROB,Ambient Probabilistic Station,,,,,,,,,,Central,,,,,,,,,,,,,Estuary,"a partially enclosed coastal body of brackish water with one or more rivers or streams flowing into it, and with a free connection to the open sea Estuaries form a transition zone between river environments and maritime environments. The sea water entering the estuary is diluted by the fresh water flowing from rivers and streams."
-8439429.4462,4494513.1503,37.3964595152463,-75.812684608332,"C2=Sediment: Chemistry, Benthos, Toxicity,  Water_Column: Bacteria, Nutrients, Solids, Chlorophyll, TOC, Trace Metals, Field Parameters.",280,HOG ISLAND BAY,HOG ISLAND BAY,VA25-03A,C2,ESTURY,Station sample at estuary (freshwater mix with saltwater),AMBNT,Monitor ambient conditions of environment,APROB,Ambient Probabilistic Station,,,,,,,,,,Central,,,,,,,,,,,,,Estuary,"a partially enclosed coastal body of brackish water with one or more rivers or streams flowing into it, and with a free connection to the open sea Estuaries form a transition zone between river environments and maritime environments. The sea water entering the estuary is diluted by the fresh water flowing from rivers and streams."
-8386275.9657,4578699.7959,37.9948604759114,-75.3351987677104,"C2=Sediment: Chemistry, Benthos, Toxicity,  Water_Column: Bacteria, Nutrients, Solids, Chlorophyll, TOC, Trace Metals, Field Parameters.",281,CHINCOTEAGUE BAY,CHINCOTEAGUE BAY,VA25-04A,C2,ESTURY,Station sample at estuary (freshwater mix with saltwater),AMBNT,Monitor ambient conditions of environment,APROB,Ambient Probabilistic Station,,,,,,,,,,Central,,,,,,,,,,,,,Estuary,"a partially enclosed coastal body of brackish water with one or more rivers or streams flowing into it, and with a free connection to the open sea Estuaries form a transition zone between river environments and maritime environments. The sea water entering the estuary is diluted by the fresh water flowing from rivers and streams."
-8527996.7538,4593791.4067,38.1016209413392,-76.6082982692467,"C2=Sediment: Chemistry, Benthos, Toxicity,  Water_Column: Bacteria, Nutrients, Solids, Chlorophyll, TOC, Trace Metals, Field Parameters.",282,POTOMAC RIVER,POTOMAC RIVER,VA25-05A,C2,ESTURY,Station sample at estuary (freshwater mix with saltwater),AMBNT,Monitor ambient conditions of environment,APROB,Ambient Probabilistic Station,,,,,,,,,,Central,,,,,,,,,,,,,Estuary,"a partially enclosed coastal body of brackish water with one or more rivers or streams flowing into it, and with a free connection to the open sea Estuaries form a transition zone between river environments and maritime environments. The sea water entering the estuary is diluted by the fresh water flowing from rivers and streams."
-8508852.9297,4490737.5115,37.3695091262259,-76.4363263705586,"C2=Sediment: Chemistry, Benthos, Toxicity,  Water_Column: Bacteria, Nutrients, Solids, Chlorophyll, TOC, Trace Metals, Field Parameters.",283,WARE RIVER,WARE RIVER,VA25-06A,C2,ESTURY,Station sample at estuary (freshwater mix with saltwater),AMBNT,Monitor ambient conditions of environment,APROB,Ambient Probabilistic Station,,,,,,,,,,Central,,,,,,,,,,,,,Estuary,"a partially enclosed coastal body of brackish water with one or more rivers or streams flowing into it, and with a free connection to the open sea Estuaries form a transition zone between river environments and maritime environments. The sea water entering the estuary is diluted by the fresh water flowing from rivers and streams."
-8393259.5214,4576523.392,37.9794514039413,-75.3979331168794,"C2=Sediment: Chemistry, Benthos, Toxicity,  Water_Column: Bacteria, Nutrients, Solids, Chlorophyll, TOC, Trace Metals, Field Parameters.",284,CHINCOTEAGUE BAY,CHINCOTEAGUE BAY,VA25-07A,C2,ESTURY,Station sample at estuary (freshwater mix with saltwater),AMBNT,Monitor ambient conditions of environment,APROB,Ambient Probabilistic Station,,,,,,,,,,Central,,,,,,,,,,,,,Estuary,"a partially enclosed coastal body of brackish water with one or more rivers or streams flowing into it, and with a free connection to the open sea Estuaries form a transition zone between river environments and maritime environments. The sea water entering the estuary is diluted by the fresh water flowing from rivers and streams."
-8494405.1339,4453091.6888,37.1002651692483,-76.3065396126365,"C2=Sediment: Chemistry, Benthos, Toxicity,  Water_Column: Bacteria, Nutrients, Solids, Chlorophyll, TOC, Trace Metals, Field Parameters.",285,BACK RIVER - VA,BACK RIVER - VA,VA25-08A,C2,ESTURY,Station sample at estuary (freshwater mix with saltwater),AMBNT,Monitor ambient conditions of environment,APROB,Ambient Probabilistic Station,,,,,,,,,,Central,,,,,,,,,,,,,Estuary,"a partially enclosed coastal body of brackish water with one or more rivers or streams flowing into it, and with a free connection to the open sea Estuaries form a transition zone between river environments and maritime environments. The sea water entering the estuary is diluted by the fresh water flowing from rivers and streams."
-8509903.3325,4511072.8647,37.5145477715015,-76.445762299569,"C2=Sediment: Chemistry, Benthos, Toxicity,  Water_Column: Bacteria, Nutrients, Solids, Chlorophyll, TOC, Trace Metals, Field Parameters.",286,PIANKATANK RIVER,PIANKATANK RIVER,VA25-09A,C2,ESTURY,Station sample at estuary (freshwater mix with saltwater),AMBNT,Monitor ambient conditions of environment,APROB,Ambient Probabilistic Station,,,,,,,,,,Central,,,,,,,,,,,,,Estuary,"a partially enclosed coastal body of brackish water with one or more rivers or streams flowing into it, and with a free connection to the open sea Estuaries form a transition zone between river environments and maritime environments. The sea water entering the estuary is diluted by the fresh water flowing from rivers and streams."
-8424516.8469,4572182.7892,37.9487100105489,-75.6787224485471,"C2=Sediment: Chemistry, Benthos, Toxicity,  Water_Column: Bacteria, Nutrients, Solids, Chlorophyll, TOC, Trace Metals, Field Parameters.",287,POCOMOKE SOUND,POCOMOKE SOUND,VA25-10A,C2,ESTURY,Station sample at estuary (freshwater mix with saltwater),AMBNT,Monitor ambient conditions of environment,APROB,Ambient Probabilistic Station,,,,,,,,,,Central,,,,,,,,,,,,,Estuary,"a partially enclosed coastal body of brackish water with one or more rivers or streams flowing into it, and with a free connection to the open sea Estuaries form a transition zone between river environments and maritime environments. The sea water entering the estuary is diluted by the fresh water flowing from rivers and streams."
-8514420.984,4530323.6943,37.6515920119498,-76.4863450538131,"C2=Sediment: Chemistry, Benthos, Toxicity,  Water_Column: Bacteria, Nutrients, Solids, Chlorophyll, TOC, Trace Metals, Field Parameters.",288,CORROTOMAN RIVER,CORROTOMAN RIVER,VA25-11A,C2,ESTURY,Station sample at estuary (freshwater mix with saltwater),AMBNT,Monitor ambient conditions of environment,APROB,Ambient Probabilistic Station,,,,,,,,,,Central,,,,,,,,,,,,,Estuary,"a partially enclosed coastal body of brackish water with one or more rivers or streams flowing into it, and with a free connection to the open sea Estuaries form a transition zone between river environments and maritime environments. The sea water entering the estuary is diluted by the fresh water flowing from rivers and streams."
-8451911.7179,4456961.1223,37.1279837870709,-75.9248147622482,"C2=Sediment: Chemistry, Benthos, Toxicity,  Water_Column: Bacteria, Nutrients, Solids, Chlorophyll, TOC, Trace Metals, Field Parameters.",289,MAGOTHY BAY,MAGOTHY BAY,VA25-12A,C2,ESTURY,Station sample at estuary (freshwater mix with saltwater),AMBNT,Monitor ambient conditions of environment,APROB,Ambient Probabilistic Station,,,,,,,,,,Central,,,,,,,,,,,,,Estuary,"a partially enclosed coastal body of brackish water with one or more rivers or streams flowing into it, and with a free connection to the open sea Estuaries form a transition zone between river environments and maritime environments. The sea water entering the estuary is diluted by the fresh water flowing from rivers and streams."
-8453419.5747,4386383.7882,36.6208116012688,-75.938360069791,"C2=Sediment: Chemistry, Benthos, Toxicity,  Water_Column: Bacteria, Nutrients, Solids, Chlorophyll, TOC, Trace Metals, Field Parameters.",290,Back Bay,Back Bay,VA25-13A,C2,ESTURY,Station sample at estuary (freshwater mix with saltwater),AMBNT,Monitor ambient conditions of environment,APROB,Ambient Probabilistic Station,,,,,,,,,,Central,,,,,,,,,,,,,Estuary,"a partially enclosed coastal body of brackish water with one or more rivers or streams flowing into it, and with a free connection to the open sea Estuaries form a transition zone between river environments and maritime environments. The sea water entering the estuary is diluted by the fresh water flowing from rivers and streams."
-8447108.9808,4488822.1552,37.3558336716312,-75.8816710412077,"C2=Sediment: Chemistry, Benthos, Toxicity,  Water_Column: Bacteria, Nutrients, Solids, Chlorophyll, TOC, Trace Metals, Field Parameters.",291,SAND CHANNEL,SAND CHANNEL,VA25-14A,C2,ESTURY,Station sample at estuary (freshwater mix with saltwater),AMBNT,Monitor ambient conditions of environment,APROB,Ambient Probabilistic Station,,,,,,,,,,Central,,,,,,,,,,,,,Estuary,"a partially enclosed coastal body of brackish water with one or more rivers or streams flowing into it, and with a free connection to the open sea Estuaries form a transition zone between river environments and maritime environments. The sea water entering the estuary is diluted by the fresh water flowing from rivers and streams."
-8513213.6774,4475200.1571,37.2585020848218,-76.475499633767,"C2=Sediment: Chemistry, Benthos, Toxicity,  Water_Column: Bacteria, Nutrients, Solids, Chlorophyll, TOC, Trace Metals, Field Parameters.",292,SARAH CREEK,SARAH CREEK,VA25-15A,C2,ESTURY,Station sample at estuary (freshwater mix with saltwater),AMBNT,Monitor ambient conditions of environment,APROB,Ambient Probabilistic Station,,,,,,,,,,Central,,,,,,,,,,,,,Estuary,"a partially enclosed coastal body of brackish water with one or more rivers or streams flowing into it, and with a free connection to the open sea Estuaries form a transition zone between river environments and maritime environments. The sea water entering the estuary is diluted by the fresh water flowing from rivers and streams."
-8385001.7306,4574728.9014,37.9667438682383,-75.3237521202395,"C2=Sediment: Chemistry, Benthos, Toxicity,  Water_Column: Bacteria, Nutrients, Solids, Chlorophyll, TOC, Trace Metals, Field Parameters.",293,CHINCOTEAGUE BAY,CHINCOTEAGUE BAY,VA25-16A,C2,ESTURY,Station sample at estuary (freshwater mix with saltwater),AMBNT,Monitor ambient conditions of environment,APROB,Ambient Probabilistic Station,,,,,,,,,,Central,,,,,,,,,,,,,Estuary,"a partially enclosed coastal body of brackish water with one or more rivers or streams flowing into it, and with a free connection to the open sea Estuaries form a transition zone between river environments and maritime environments. The sea water entering the estuary is diluted by the fresh water flowing from rivers and streams."
-8611891.9422,4478575.5157,37.2826313600346,-77.3619415689995,"C2=Sediment: Chemistry, Benthos, Toxicity,  Water_Column: Bacteria, Nutrients, Solids, Chlorophyll, TOC, Trace Metals, Field Parameters.",294,APPOMATTOX RIVER,APPOMATTOX RIVER,VA25-17A,C2,ESTURY,Station sample at estuary (freshwater mix with saltwater),AMBNT,Monitor ambient conditions of environment,APROB,Ambient Probabilistic Station,,,,,,,,,,Central,,,,,,,,,,,,,Estuary,"a partially enclosed coastal body of brackish water with one or more rivers or streams flowing into it, and with a free connection to the open sea Estuaries form a transition zone between river environments and maritime environments. The sea water entering the estuary is diluted by the fresh water flowing from rivers and streams."
-8511282.4265,4423835.5901,36.8903614822274,-76.4581509122733,"C2=Sediment: Chemistry, Benthos, Toxicity,  Water_Column: Bacteria, Nutrients, Solids, Chlorophyll, TOC, Trace Metals, Field Parameters.",295,NANSEMOND RIVER,NANSEMOND RIVER,VA25-18A,C2,ESTURY,Station sample at estuary (freshwater mix with saltwater),AMBNT,Monitor ambient conditions of environment,APROB,Ambient Probabilistic Station,,,,,,,,,,Central,,,,,,,,,,,,,Estuary,"a partially enclosed coastal body of brackish water with one or more rivers or streams flowing into it, and with a free connection to the open sea Estuaries form a transition zone between river environments and maritime environments. The sea water entering the estuary is diluted by the fresh water flowing from rivers and streams."
-8505313.1644,4497320.6259,37.4164929062116,-76.4045281179205,"C2=Sediment: Chemistry, Benthos, Toxicity,  Water_Column: Bacteria, Nutrients, Solids, Chlorophyll, TOC, Trace Metals, Field Parameters.",296,NORTH RIVER,NORTH RIVER,VA25-19A,C2,ESTURY,Station sample at estuary (freshwater mix with saltwater),AMBNT,Monitor ambient conditions of environment,APROB,Ambient Probabilistic Station,,,,,,,,,,Central,,,,,,,,,,,,,Estuary,"a partially enclosed coastal body of brackish water with one or more rivers or streams flowing into it, and with a free connection to the open sea Estuaries form a transition zone between river environments and maritime environments. The sea water entering the estuary is diluted by the fresh water flowing from rivers and streams."
-8561921.1972,4534457.2458,37.6809853360532,-76.9130467288246,"C2=Sediment: Chemistry, Benthos, Toxicity,  Water_Column: Bacteria, Nutrients, Solids, Chlorophyll, TOC, Trace Metals, Field Parameters.",297,MATTAPONI RIVER,MATTAPONI RIVER,VA25-20A,C2,ESTURY,Station sample at estuary (freshwater mix with saltwater),AMBNT,Monitor ambient conditions of environment,APROB,Ambient Probabilistic Station,,,,,,,,,,Central,,,,,,,,,,,,,Estuary,"a partially enclosed coastal body of brackish water with one or more rivers or streams flowing into it, and with a free connection to the open sea Estuaries form a transition zone between river environments and maritime environments. The sea water entering the estuary is diluted by the fresh water flowing from rivers and streams."
